zip_x,2010 Census Population,20-29,30-39,40-49,50-59,60-69,70-79,>79
68328,429,30,28,30,29,20,12,8
68329,673,46,44,48,46,32,18,12
68331,961,66,62,68,65,45,26,18
68332,146,10,9,10,10,7,4,3
68333,8327,575,541,591,566,391,225,154
68335,518,36,34,37,35,24,14,10
68336,557,38,36,40,38,26,15,10
68337,383,26,25,27,26,18,10,7
68338,324,22,21,23,22,15,9,6
68339,1311,90,85,93,89,62,35,24
68340,992,68,64,70,67,47,27,18
68341,1041,72,68,74,71,49,28,19
68342,530,37,34,38,36,25,14,10
68343,1050,72,68,75,71,49,28,19
68344,441,30,29,31,30,21,12,8
68345,269,19,17,19,18,13,7,5
68346,493,34,32,35,34,23,13,9
68347,2570,177,167,182,175,121,69,48
68348,256,18,17,18,17,12,7,5
68349,1098,76,71,78,75,52,30,20
68350,216,15,14,15,15,10,6,4
68351,853,59,55,61,58,40,23,16
68352,5222,360,339,371,355,245,141,97
68354,839,58,55,60,57,39,23,16
68355,5113,353,332,363,348,240,138,95
68357,421,29,27,30,29,20,11,8
68358,1877,130,122,133,128,88,51,35
68359,1585,109,103,113,108,74,43,29
68360,501,35,33,36,34,24,14,9
68361,2573,178,167,183,175,121,69,48
68362,46,3,3,3,3,2,1,1
68364,142,10,9,10,10,7,4,3
68365,245,17,16,17,17,12,7,5
68366,1047,72,68,74,71,49,28,19
68367,461,32,30,33,31,22,12,9
68368,485,33,32,34,33,23,13,9
68370,2075,143,135,147,141,98,56,38
68371,1467,101,95,104,100,69,40,27
68372,2827,195,184,201,192,133,76,52
68375,121,8,8,9,8,6,3,2
68376,1445,100,94,103,98,68,39,27
68377,425,29,28,30,29,20,11,8
68378,680,47,44,48,46,32,18,13
68379,59,4,4,4,4,3,2,1
68380,81,6,5,6,6,4,2,1
68381,249,17,16,18,17,12,7,5
68382,41,3,3,3,3,2,1,1
68401,717,49,47,51,49,34,19,13
68402,1210,83,79,86,82,57,33,22
68403,206,14,13,15,14,10,6,4
68404,902,62,59,64,61,42,24,17
68405,3257,225,212,231,221,153,88,60
68406,458,32,30,33,31,22,12,8
68407,747,52,49,53,51,35,20,14
68409,807,56,52,57,55,38,22,15
68410,8716,601,567,619,593,410,235,161
68413,533,37,35,38,36,25,14,10
68414,256,18,17,18,17,12,7,5
68415,649,45,42,46,44,31,18,12
68416,226,16,15,16,15,11,6,4
68417,292,20,19,21,20,14,8,5
68418,1070,74,70,76,73,50,29,20
68419,256,18,17,18,17,12,7,5
68420,1285,89,84,91,87,60,35,24
68421,1107,76,72,79,75,52,30,20
68422,513,35,33,36,35,24,14,9
68423,898,62,58,64,61,42,24,17
68424,730,50,47,52,50,34,20,14
68428,1375,95,89,98,94,65,37,25
68430,1402,97,91,100,95,66,38,26
68431,353,24,23,25,24,17,10,7
68433,265,18,17,19,18,12,7,5
68434,8576,592,557,609,583,403,232,159
68436,581,40,38,41,40,27,16,11
68437,261,18,17,19,18,12,7,5
68438,142,10,9,10,10,7,4,3
68439,478,33,31,34,33,22,13,9
68440,110,8,7,8,7,5,3,2
68441,302,21,20,21,21,14,8,6
68442,313,22,20,22,21,15,8,6
68443,1047,72,68,74,71,49,28,19
68444,97,7,6,7,7,5,3,2
68445,152,10,10,11,10,7,4,3
68446,2690,186,175,191,183,126,73,50
68447,464,32,30,33,32,22,13,9
68448,399,28,26,28,27,19,11,7
68450,3182,220,207,226,216,150,86,59
68452,86,6,6,6,6,4,2,2
68453,304,21,20,22,21,14,8,6
68454,625,43,41,44,43,29,17,12
68455,681,47,44,48,46,32,18,13
68456,1127,78,73,80,77,53,30,21
68457,343,24,22,24,23,16,9,6
68458,135,9,9,10,9,6,4,2
68460,788,54,51,56,54,37,21,15
68461,734,51,48,52,50,34,20,14
68462,3827,264,249,272,260,180,103,71
68463,1517,105,99,108,103,71,41,28
68464,478,33,31,34,33,22,13,9
68465,2404,166,156,171,163,113,65,44
68466,1861,128,121,132,127,87,50,34
68467,9338,644,607,663,635,439,252,173
68502,26238,1810,1705,1863,1784,1233,708,485
68503,15264,1053,992,1084,1038,717,412,282
68504,16444,1135,1069,1168,1118,773,444,304
68505,15137,1044,984,1075,1029,711,409,280
68506,27952,1929,1817,1985,1901,1314,755,517
68507,13429,927,873,953,913,631,363,248
68508,14475,999,941,1028,984,680,391,268
68510,20514,1415,1333,1456,1395,964,554,380
68512,11659,804,758,828,793,548,315,216
68514,127,9,8,9,9,6,3,2
68516,38956,2688,2532,2766,2649,1831,1052,721
68517,538,37,35,38,37,25,15,10
68520,1143,79,74,81,78,54,31,21
68521,31733,2190,2063,2253,2158,1491,857,587
68522,12728,878,827,904,866,598,344,235
68523,1390,96,90,99,95,65,38,26
68524,5983,413,389,425,407,281,162,111
68526,4800,331,312,341,326,226,130,89
68527,696,48,45,49,47,33,19,13
68528,6285,434,409,446,427,295,170,116
68531,48,3,3,3,3,2,1,1
68532,493,34,32,35,34,23,13,9
68601,28185,1945,1832,2001,1917,1325,761,521
68620,2967,205,193,211,202,139,80,55
68621,517,36,34,37,35,24,14,10
68622,275,19,18,20,19,13,7,5
68623,313,22,20,22,21,15,8,6
68624,1062,73,69,75,72,50,29,20
68626,614,42,40,44,42,29,17,11
68627,622,43,40,44,42,29,17,12
68628,826,57,54,59,56,39,22,15
68629,1344,93,87,95,91,63,36,25
68631,480,33,31,34,33,23,13,9
68632,3989,275,259,283,271,187,108,74
68633,1179,81,77,84,80,55,32,22
68634,345,24,22,24,23,16,9,6
68635,491,34,32,35,33,23,13,9
68636,1254,87,82,89,85,59,34,23
68637,267,18,17,19,18,13,7,5
68638,1749,121,114,124,119,82,47,32
68640,1613,111,105,115,110,76,44,30
68641,1063,73,69,75,72,50,29,20
68642,1721,119,112,122,117,81,46,32
68643,903,62,59,64,61,42,24,17
68644,721,50,47,51,49,34,19,13
68647,646,45,42,46,44,30,17,12
68648,484,33,31,34,33,23,13,9
68649,1835,127,119,130,125,86,50,34
68651,1470,101,96,104,100,69,40,27
68652,715,49,46,51,49,34,19,13
68653,783,54,51,56,53,37,21,14
68654,541,37,35,38,37,25,15,10
68655,159,11,10,11,11,7,4,3
68658,683,47,44,48,46,32,18,13
68659,215,15,14,15,15,10,6,4
68660,1137,78,74,81,77,53,31,21
68661,7282,502,473,517,495,342,197,135
68662,1231,85,80,87,84,58,33,23
68663,761,53,49,54,52,36,21,14
68664,300,21,20,21,20,14,8,6
68665,940,65,61,67,64,44,25,17
68666,1611,111,105,114,110,76,43,30
68667,92,6,6,7,6,4,2,2
68669,422,29,27,30,29,20,11,8
68701,30670,2116,1994,2178,2086,1441,828,567
68710,830,57,54,59,56,39,22,15
68711,141,10,9,10,10,7,4,3
68713,2212,153,144,157,150,104,60,41
68714,1224,84,80,87,83,58,33,23
68715,1446,100,94,103,98,68,39,27
68716,1011,70,66,72,69,48,27,19
68717,198,14,13,14,13,9,5,4
68718,1765,122,115,125,120,83,48,33
68719,126,9,8,9,9,6,3,2
68719,20,1,1,1,1,1,1,0
68720,340,23,22,24,23,16,9,6
68722,555,38,36,39,38,26,15,10
68723,566,39,37,40,38,27,15,10
68724,140,10,9,10,10,7,4,3
68725,501,35,33,36,34,24,14,9
68726,893,62,58,63,61,42,24,17
68727,730,50,47,52,50,34,20,14
68728,254,18,17,18,17,12,7,5
68729,1745,120,113,124,119,82,47,32
68730,1860,128,121,132,126,87,50,34
68731,2637,182,171,187,179,124,71,49
68732,260,18,17,18,18,12,7,5
68733,1286,89,84,91,87,60,35,24
68734,155,11,10,11,11,7,4,3
68735,922,64,60,65,63,43,25,17
68736,726,50,47,52,49,34,20,13
68739,3002,207,195,213,204,141,81,56
68740,892,62,58,63,61,42,24,17
68741,790,55,51,56,54,37,21,15
68742,243,17,16,17,17,11,7,4
68743,693,48,45,49,47,33,19,13
68745,1572,108,102,112,107,74,42,29
68746,480,33,31,34,33,23,13,9
68747,174,12,11,12,12,8,5,3
68748,3260,225,212,231,222,153,88,60
68749,65,4,4,5,4,3,2,1
68751,76,5,5,5,5,4,2,1
68752,789,54,51,56,54,37,21,15
68753,111,8,7,8,8,5,3,2
68755,259,18,17,18,18,12,7,5
68756,2058,142,134,146,140,97,56,38
68757,754,52,49,54,51,35,20,14
68758,1164,80,76,83,79,55,31,22
68759,295,20,19,21,20,14,8,5
68760,1364,94,89,97,93,64,37,25
68761,434,30,28,31,30,20,12,8
68763,4887,337,318,347,332,230,132,90
68764,753,52,49,53,51,35,20,14
68765,1380,95,90,98,94,65,37,26
68766,393,27,26,28,27,18,11,7
68767,3174,219,206,225,216,149,86,59
68768,642,44,42,46,44,30,17,12
68769,1806,125,117,128,123,85,49,33
68770,1552,107,101,110,106,73,42,29
68771,1637,113,106,116,111,77,44,30
68773,173,12,11,12,12,8,5,3
68774,348,24,23,25,24,16,9,6
68776,15447,1066,1004,1097,1050,726,417,286
68777,774,53,50,55,53,36,21,14
68778,572,39,37,41,39,27,15,11
68779,2433,168,158,173,165,114,66,45
68780,1028,71,67,73,70,48,28,19
68781,1407,97,91,100,96,66,38,26
68783,1086,75,71,77,74,51,29,20
68784,2104,145,137,149,143,99,57,39
68785,274,19,18,19,19,13,7,5
68786,1079,74,70,77,73,51,29,20
68787,6647,459,432,472,452,312,179,123
68788,4898,338,318,348,333,230,132,91
68789,176,12,11,12,12,8,5,3
68790,777,54,51,55,53,37,21,14
68791,1800,124,117,128,122,85,49,33
68792,407,28,26,29,28,19,11,8
68801,30005,2070,1950,2130,2040,1410,810,555
68803,22560,1557,1466,1602,1534,1060,609,417
68810,1109,77,72,79,75,52,30,21
68812,785,54,51,56,53,37,21,15
68813,534,37,35,38,36,25,14,10
68814,911,63,59,65,62,43,25,17
68815,596,41,39,42,41,28,16,11
68816,180,12,12,13,12,8,5,3
68817,386,27,25,27,26,18,10,7
68818,5475,378,356,389,372,257,148,101
68820,391,27,25,28,27,18,11,7
68821,134,9,9,10,9,6,4,2
68822,4834,334,314,343,329,227,131,89
68823,2401,166,156,170,163,113,65,44
68824,1414,98,92,100,96,66,38,26
68825,1024,71,67,73,70,48,28,19
68826,3955,273,257,281,269,186,107,73
68827,693,48,45,49,47,33,19,13
68828,240,17,16,17,16,11,6,4
68831,812,56,53,58,55,38,22,15
68832,1974,136,128,140,134,93,53,37
68833,299,21,19,21,20,14,8,6
68834,226,16,15,16,15,11,6,4
68835,485,33,32,34,33,23,13,9
68836,1688,116,110,120,115,79,46,31
68837,103,7,7,7,7,5,3,2
68838,301,21,20,21,20,14,8,6
68840,2945,203,191,209,200,138,80,54
68841,610,42,40,43,41,29,16,11
68842,668,46,43,47,45,31,18,12
68843,806,56,52,57,55,38,22,15
68844,228,16,15,16,16,11,6,4
68845,19523,1347,1269,1386,1328,918,527,361
68846,296,20,19,21,20,14,8,5
68847,16504,1139,1073,1172,1122,776,446,305
68849,384,26,25,27,26,18,10,7
68850,12295,848,799,873,836,578,332,227
68852,565,39,37,40,38,27,15,10
68853,1559,108,101,111,106,73,42,29
68854,731,50,48,52,50,34,20,14
68855,417,29,27,30,28,20,11,8
68856,611,42,40,43,42,29,16,11
68858,266,18,17,19,18,13,7,5
68859,509,35,33,36,35,24,14,9
68860,324,22,21,23,22,15,9,6
68861,118,8,8,8,8,6,3,2
68862,3007,207,195,213,204,141,81,56
68863,1151,79,75,82,78,54,31,21
68864,1027,71,67,73,70,48,28,19
68865,894,62,58,63,61,42,24,17
68866,850,59,55,60,58,40,23,16
68869,2202,152,143,156,150,103,59,41
68870,439,30,29,31,30,21,12,8
68871,250,17,16,18,17,12,7,5
68872,853,59,55,61,58,40,23,16
68873,3289,227,214,234,224,155,89,61
68874,956,66,62,68,65,45,26,18
68875,658,45,43,47,45,31,18,12
68876,1545,107,100,110,105,73,42,29
68878,446,31,29,32,30,21,12,8
68879,417,29,27,30,28,20,11,8
68881,73,5,5,5,5,3,2,1
68882,473,33,31,34,32,22,13,9
68883,2411,166,157,171,164,113,65,45
68901,26354,1818,1713,1871,1792,1239,712,488
68920,1446,100,94,103,98,68,39,27
68922,1336,92,87,95,91,63,36,25
68923,131,9,9,9,9,6,4,2
68924,1180,81,77,84,80,55,32,22
68925,474,33,31,34,32,22,13,9
68926,783,54,51,56,53,37,21,14
68927,1164,80,76,83,79,55,31,22
68928,426,29,28,30,29,20,12,8
68929,160,11,10,11,11,8,4,3
68930,1461,101,95,104,99,69,39,27
68932,493,34,32,35,34,23,13,9
68933,932,64,61,66,63,44,25,17
68934,188,13,12,13,13,9,5,3
68935,750,52,49,53,51,35,20,14
68936,243,17,16,17,17,11,7,4
68937,1836,127,119,130,125,86,50,34
68938,582,40,38,41,40,27,16,11
68939,1318,91,86,94,90,62,36,24
68940,496,34,32,35,34,23,13,9
68941,832,57,54,59,57,39,22,15
68942,490,34,32,35,33,23,13,9
68943,269,19,17,19,18,13,7,5
68944,1323,91,86,94,90,62,36,24
68945,213,15,14,15,14,10,6,4
68946,53,4,3,4,4,2,1,1
68947,549,38,36,39,37,26,15,10
68948,363,25,24,26,25,17,10,7
68949,6567,453,427,466,447,309,177,121
68950,331,23,22,24,23,16,9,6
68952,172,12,11,12,12,8,5,3
68954,94,6,6,7,6,4,3,2
68955,2025,140,132,144,138,95,55,37
68956,1215,84,79,86,83,57,33,22
68957,631,44,41,45,43,30,17,12
68958,661,46,43,47,45,31,18,12
68959,4015,277,261,285,273,189,108,74
68960,183,13,12,13,12,9,5,3
68961,732,51,48,52,50,34,20,14
68964,135,9,9,10,9,6,4,2
68966,674,47,44,48,46,32,18,12
68967,1142,79,74,81,78,54,31,21
68969,38,3,2,3,3,2,1,1
68970,1342,93,87,95,91,63,36,25
68971,458,32,30,33,31,22,12,8
68972,209,14,14,15,14,10,6,4
68973,463,32,30,33,31,22,13,9
68974,184,13,12,13,13,9,5,3
68975,160,11,10,11,11,8,4,3
68976,316,22,21,22,21,15,9,6
68977,342,24,22,24,23,16,9,6
68978,70,5,5,5,5,3,2,1
68978,2307,159,150,164,157,108,62,43
68979,1888,130,123,134,128,89,51,35
68980,388,27,25,28,26,18,10,7
68981,314,22,20,22,21,15,8,6
68982,649,45,42,46,44,31,18,12
69001,9449,652,614,671,643,444,255,175
69020,397,27,26,28,27,19,11,7
69021,1348,93,88,96,92,63,36,25
69022,1570,108,102,111,107,74,42,29
69023,440,30,29,31,30,21,12,8
69024,1195,82,78,85,81,56,32,22
69025,1220,84,79,87,83,57,33,23
69026,220,15,14,16,15,10,6,4
69027,133,9,9,9,9,6,4,2
69028,731,50,48,52,50,34,20,14
69029,316,22,21,22,21,15,9,6
69030,324,22,21,23,22,15,9,6
69032,498,34,32,35,34,23,13,9
69033,2577,178,168,183,175,121,70,48
69034,908,63,59,64,62,43,25,17
69036,126,9,8,9,9,6,3,2
69037,115,8,7,8,8,5,3,2
69038,449,31,29,32,31,21,12,8
69039,139,10,9,10,9,7,4,3
69040,634,44,41,45,43,30,17,12
69041,161,11,10,11,11,8,4,3
69042,36,2,2,3,2,2,1,1
69043,549,38,36,39,37,26,15,10
69044,825,57,54,59,56,39,22,15
69045,975,67,63,69,66,46,26,18
69046,194,13,13,14,13,9,5,4
69101,29904,2063,1944,2123,2033,1405,807,553
69120,931,64,61,66,63,44,25,17
69121,400,28,26,28,27,19,11,7
69122,619,43,40,44,42,29,17,11
69123,935,65,61,66,64,44,25,17
69125,346,24,22,25,24,16,9,6
69127,739,51,48,52,50,35,20,14
69128,302,21,20,21,21,14,8,6
69129,1368,94,89,97,93,64,37,25
69130,5307,366,345,377,361,249,143,98
69131,561,39,36,40,38,26,15,10
69132,117,8,8,8,8,5,3,2
69133,386,27,25,27,26,18,10,7
69134,364,25,24,26,25,17,10,7
69135,65,4,4,5,4,3,2,1
69138,4489,310,292,319,305,211,121,83
69140,1775,122,115,126,121,83,48,33
69141,385,27,25,27,26,18,10,7
69142,137,9,9,10,9,6,4,3
69143,1460,101,95,104,99,69,39,27
69144,202,14,13,14,14,9,5,4
69145,3214,222,209,228,219,151,87,59
69146,334,23,22,24,23,16,9,6
69147,737,51,48,52,50,35,20,14
69148,217,15,14,15,15,10,6,4
69149,699,48,45,50,48,33,19,13
69150,522,36,34,37,35,25,14,10
69151,815,56,53,58,55,38,22,15
69152,886,61,58,63,60,42,24,16
69153,5769,398,375,410,392,271,156,107
69154,1291,89,84,92,88,61,35,24
69155,1034,71,67,73,70,49,28,19
69156,699,48,45,50,48,33,19,13
69157,21,1,1,1,1,1,1,0
69161,81,6,5,6,6,4,2,1
69162,7765,536,505,551,528,365,210,144
69163,873,60,57,62,59,41,24,16
69165,1789,123,116,127,122,84,48,33
69166,600,41,39,43,41,28,16,11
69167,441,30,29,31,30,21,12,8
69168,271,19,18,19,18,13,7,5
69169,651,45,42,46,44,31,18,12
69170,372,26,24,26,25,17,10,7
69171,26,2,2,2,2,1,1,0
69201,3738,258,243,265,254,176,101,69
69201,267,18,17,19,18,13,7,5
69210,2484,171,161,176,169,117,67,46
69211,311,21,20,22,21,15,8,6
69212,159,11,10,11,11,7,4,3
69212,89,6,6,6,6,4,2,2
69214,203,14,13,14,14,10,5,4
69216,164,11,11,12,11,8,4,3
69216,68,5,4,5,5,3,2,1
69217,533,37,35,38,36,25,14,10
69218,260,18,17,18,18,12,7,5
69219,80,6,5,6,5,4,2,1
69220,59,4,4,4,4,3,2,1
69221,222,15,14,16,15,10,6,4
69301,10125,699,658,719,689,476,273,187
69331,59,4,4,4,4,3,2,1
69333,239,16,16,17,16,11,6,4
69334,2351,162,153,167,160,110,63,43
69335,53,4,3,4,4,2,1,1
69336,2466,170,160,175,168,116,67,46
69337,7365,508,479,523,501,346,199,136
69339,1462,101,95,104,99,69,39,27
69340,121,8,8,9,8,6,3,2
69341,11165,770,726,793,759,525,301,207
69343,2538,175,165,180,173,119,69,47
69345,455,31,30,32,31,21,12,8
69346,592,41,38,42,40,28,16,11
69347,1249,86,81,89,85,59,34,23
69348,1503,104,98,107,102,71,41,28
69350,383,26,25,27,26,18,10,7
69351,235,16,15,17,16,11,6,4
69352,619,43,40,44,42,29,17,11
69353,37,3,2,3,3,2,1,1
69354,97,7,6,7,7,5,3,2
69355,115,8,7,8,8,5,3,2
69356,1882,130,122,134,128,88,51,35
69357,3567,246,232,253,243,168,96,66
69358,1907,132,124,135,130,90,51,35
69360,1361,94,88,97,93,64,37,25
69361,17999,1242,1170,1278,1224,846,486,333
69365,44,3,3,3,3,2,1,1
69366,253,17,16,18,17,12,7,5
69367,259,18,17,18,18,12,7,5
70001,37996,2622,2470,2698,2584,1786,1026,703
70002,18879,1303,1227,1340,1284,887,510,349
70003,40150,2770,2610,2851,2730,1887,1084,743
70005,24339,1679,1582,1728,1655,1144,657,450
70006,15703,1084,1021,1115,1068,738,424,291
70030,4585,316,298,326,312,215,124,85
70031,1316,91,86,93,89,62,36,24
70032,3635,251,236,258,247,171,98,67
70036,1227,85,80,87,83,58,33,23
70037,15590,1076,1013,1107,1060,733,421,288
70038,426,29,28,30,29,20,12,8
70039,2460,170,160,175,167,116,66,46
70040,1604,111,104,114,109,75,43,30
70041,2381,164,155,169,162,112,64,44
70043,16760,1156,1089,1190,1140,788,453,310
70047,13006,897,845,923,884,611,351,241
70049,2481,171,161,176,169,117,67,46
70050,74,5,5,5,5,3,2,1
70051,2518,174,164,179,171,118,68,47
70052,3795,262,247,269,258,178,102,70
70053,16499,1138,1072,1171,1122,775,445,305
70056,39082,2697,2540,2775,2658,1837,1055,723
70057,4719,326,307,335,321,222,127,87
70058,39887,2752,2593,2832,2712,1875,1077,738
70062,17095,1180,1111,1214,1162,803,462,316
70065,51116,3527,3323,3629,3476,2402,1380,946
70067,2757,190,179,196,187,130,74,51
70068,34101,2353,2217,2421,2319,1603,921,631
70070,12471,860,811,885,848,586,337,231
70071,3653,252,237,259,248,172,99,68
70072,56344,3888,3662,4000,3831,2648,1521,1042
70075,4417,305,287,314,300,208,119,82
70076,292,20,19,21,20,14,8,5
70079,3067,212,199,218,209,144,83,57
70080,1556,107,101,110,106,73,42,29
70082,336,23,22,24,23,16,9,6
70083,2353,162,153,167,160,111,64,44
70084,7552,521,491,536,514,355,204,140
70085,4427,305,288,314,301,208,120,82
70086,1969,136,128,140,134,93,53,36
70087,8122,560,528,577,552,382,219,150
70090,7671,529,499,545,522,361,207,142
70091,278,19,18,20,19,13,8,5
70092,6651,459,432,472,452,313,180,123
70094,31669,2185,2058,2248,2153,1488,855,586
70112,3655,252,238,260,249,172,99,68
70113,7025,485,457,499,478,330,190,130
70114,22870,1578,1487,1624,1555,1075,617,423
70115,31695,2187,2060,2250,2155,1490,856,586
70116,11507,794,748,817,782,541,311,213
70117,23389,1614,1520,1661,1590,1099,632,433
70118,33008,2278,2146,2344,2245,1551,891,611
70119,36228,2500,2355,2572,2464,1703,978,670
70121,12029,830,782,854,818,565,325,223
70122,28564,1971,1857,2028,1942,1343,771,528
70123,26475,1827,1721,1880,1800,1244,715,490
70124,16824,1161,1094,1195,1144,791,454,311
70125,14479,999,941,1028,985,681,391,268
70126,23958,1653,1557,1701,1629,1126,647,443
70127,20471,1412,1331,1453,1392,962,553,379
70128,17113,1181,1112,1215,1164,804,462,317
70129,9064,625,589,644,616,426,245,168
70130,14064,970,914,999,956,661,380,260
70131,29915,2064,1944,2124,2034,1406,808,553
70139,0,0,0,0,0,0,0,0
70163,0,0,0,0,0,0,0,0
70301,43037,2970,2797,3056,2927,2023,1162,796
70339,6033,416,392,428,410,284,163,112
70340,109,8,7,8,7,5,3,2
70341,4449,307,289,316,303,209,120,82
70342,4979,344,324,354,339,234,134,92
70343,5504,380,358,391,374,259,149,102
70344,6143,424,399,436,418,289,166,114
70345,9754,673,634,693,663,458,263,180
70346,10925,754,710,776,743,513,295,202
70352,205,14,13,15,14,10,6,4
70353,1402,97,91,100,95,66,38,26
70354,4931,340,321,350,335,232,133,91
70355,1041,72,68,74,71,49,28,19
70356,2484,171,161,176,169,117,67,46
70357,3043,210,198,216,207,143,82,56
70358,1296,89,84,92,88,61,35,24
70359,8408,580,547,597,572,395,227,156
70360,26429,1824,1718,1876,1797,1242,714,489
70363,26513,1829,1723,1882,1803,1246,716,490
70364,30503,2105,1983,2166,2074,1434,824,564
70372,2518,174,164,179,171,118,68,47
70373,7141,493,464,507,486,336,193,132
70374,7125,492,463,506,485,335,192,132
70375,125,9,8,9,9,6,3,2
70377,4403,304,286,313,299,207,119,81
70380,22928,1582,1490,1628,1559,1078,619,424
70390,6969,481,453,495,474,328,188,129
70391,202,14,13,14,14,9,5,4
70392,8456,583,550,600,575,397,228,156
70393,774,53,50,55,53,36,21,14
70394,14328,989,931,1017,974,673,387,265
70395,4658,321,303,331,317,219,126,86
70397,1365,94,89,97,93,64,37,25
70401,20415,1409,1327,1449,1388,960,551,378
70402,1514,104,98,107,103,71,41,28
70403,26011,1795,1691,1847,1769,1223,702,481
70420,7345,507,477,521,499,345,198,136
70422,13797,952,897,980,938,648,373,255
70426,6342,438,412,450,431,298,171,117
70427,20033,1382,1302,1422,1362,942,541,371
70431,5366,370,349,381,365,252,145,99
70433,31133,2148,2024,2210,2117,1463,841,576
70435,16603,1146,1079,1179,1129,780,448,307
70436,629,43,41,45,43,30,17,12
70437,7918,546,515,562,538,372,214,146
70438,18540,1279,1205,1316,1261,871,501,343
70441,5112,353,332,363,348,240,138,95
70442,277,19,18,20,19,13,7,5
70443,10232,706,665,726,696,481,276,189
70444,10160,701,660,721,691,478,274,188
70445,10840,748,705,770,737,509,293,201
70446,5877,406,382,417,400,276,159,109
70447,10150,700,660,721,690,477,274,188
70448,24851,1715,1615,1764,1690,1168,671,460
70449,3611,249,235,256,246,170,97,67
70450,2884,199,187,205,196,136,78,53
70451,182,13,12,13,12,9,5,3
70452,13163,908,856,935,895,619,355,244
70453,1045,72,68,74,71,49,28,19
70454,24954,1722,1622,1772,1697,1173,674,462
70455,1474,102,96,105,100,69,40,27
70456,2850,197,185,202,194,134,77,53
70458,35077,2420,2280,2490,2385,1649,947,649
70460,22096,1525,1436,1569,1503,1039,597,409
70461,27818,1919,1808,1975,1892,1307,751,515
70462,5699,393,370,405,388,268,154,105
70463,126,9,8,9,9,6,3,2
70464,312,22,20,22,21,15,8,6
70465,776,54,50,55,53,36,21,14
70466,8512,587,553,604,579,400,230,157
70471,21383,1475,1390,1518,1454,1005,577,396
70501,31358,2164,2038,2226,2132,1474,847,580
70503,27816,1919,1808,1975,1891,1307,751,515
70506,41163,2840,2676,2923,2799,1935,1111,762
70507,16558,1143,1076,1176,1126,778,447,306
70508,34810,2402,2263,2472,2367,1636,940,644
70510,25313,1747,1645,1797,1721,1190,683,468
70512,9780,675,636,694,665,460,264,181
70513,124,9,8,9,8,6,3,2
70514,2545,176,165,181,173,120,69,47
70515,3838,265,249,272,261,180,104,71
70516,1546,107,100,110,105,73,42,29
70517,26500,1829,1723,1882,1802,1246,716,490
70518,12297,848,799,873,836,578,332,227
70519,222,15,14,16,15,10,6,4
70520,18405,1270,1196,1307,1252,865,497,340
70523,906,63,59,64,62,43,24,17
70524,314,22,20,22,21,15,8,6
70525,13150,907,855,934,894,618,355,243
70526,19206,1325,1248,1364,1306,903,519,355
70528,2333,161,152,166,159,110,63,43
70529,11752,811,764,834,799,552,317,217
70531,1261,87,82,90,86,59,34,23
70532,2685,185,175,191,183,126,72,50
70533,7385,510,480,524,502,347,199,137
70534,899,62,58,64,61,42,24,17
70535,18215,1257,1184,1293,1239,856,492,337
70537,541,37,35,38,37,25,15,10
70538,14844,1024,965,1054,1009,698,401,275
70541,432,30,28,31,29,20,12,8
70542,3435,237,223,244,234,161,93,64
70543,4077,281,265,289,277,192,110,75
70544,11677,806,759,829,794,549,315,216
70546,16425,1133,1068,1166,1117,772,443,304
70548,10353,714,673,735,704,487,280,192
70549,3948,272,257,280,268,186,107,73
70550,174,12,11,12,12,8,5,3
70552,1819,126,118,129,124,85,49,34
70554,5582,385,363,396,380,262,151,103
70555,7372,509,479,523,501,346,199,136
70556,331,23,22,24,23,16,9,6
70558,134,9,9,10,9,6,4,2
70559,2943,203,191,209,200,138,79,54
70560,42022,2900,2731,2984,2857,1975,1135,777
70563,18502,1277,1203,1314,1258,870,500,342
70570,38987,2690,2534,2768,2651,1832,1053,721
70575,55,4,4,4,4,3,1,1
70576,1526,105,99,108,104,72,41,28
70577,4645,321,302,330,316,218,125,86
70578,16122,1112,1048,1145,1096,758,435,298
70580,179,12,12,13,12,8,5,3
70581,929,64,60,66,63,44,25,17
70582,19781,1365,1286,1404,1345,930,534,366
70583,11693,807,760,830,795,550,316,216
70584,7358,508,478,522,500,346,199,136
70585,235,16,15,17,16,11,6,4
70586,20313,1402,1320,1442,1381,955,548,376
70589,3283,227,213,233,223,154,89,61
70591,5299,366,344,376,360,249,143,98
70592,18878,1303,1227,1340,1284,887,510,349
70601,32384,2234,2105,2299,2202,1522,874,599
70605,32741,2259,2128,2325,2226,1539,884,606
70607,25560,1764,1661,1815,1738,1201,690,473
70611,19256,1329,1252,1367,1309,905,520,356
70615,14335,989,932,1018,975,674,387,265
70630,1440,99,94,102,98,68,39,27
70631,962,66,63,68,65,45,26,18
70632,371,26,24,26,25,17,10,7
70633,7604,525,494,540,517,357,205,141
70634,25125,1734,1633,1784,1709,1181,678,465
70637,654,45,43,46,44,31,18,12
70638,937,65,61,67,64,44,25,17
70639,684,47,44,49,47,32,18,13
70640,301,21,20,21,20,14,8,6
70643,352,24,23,25,24,17,10,7
70644,308,21,20,22,21,14,8,6
70645,1262,87,82,90,86,59,34,23
70646,750,52,49,53,51,35,20,14
70647,8703,601,566,618,592,409,235,161
70648,8026,554,522,570,546,377,217,148
70650,435,30,28,31,30,20,12,8
70651,500,35,33,36,34,24,14,9
70652,2203,152,143,156,150,104,59,41
70653,3111,215,202,221,212,146,84,58
