zip_x,2010 Census Population,20-29,30-39,40-49,50-59,60-69,70-79,>79
50482,774,53,50,55,53,36,21,14
50483,781,54,51,55,53,37,21,14
50484,444,31,29,32,30,21,12,8
50501,29078,2006,1890,2065,1977,1367,785,538
50510,1116,77,73,79,76,52,30,21
50511,7137,492,464,507,485,335,193,132
50514,1452,100,94,103,99,68,39,27
50515,279,19,18,20,19,13,8,5
50516,719,50,47,51,49,34,19,13
50517,1051,73,68,75,71,49,28,19
50518,381,26,25,27,26,18,10,7
50519,624,43,41,44,42,29,17,12
50520,144,10,9,10,10,7,4,3
50521,104,7,7,7,7,5,3,2
50522,857,59,56,61,58,40,23,16
50523,604,42,39,43,41,28,16,11
50524,521,36,34,37,35,24,14,10
50525,3583,247,233,254,244,168,97,66
50527,223,15,14,16,15,10,6,4
50528,383,26,25,27,26,18,10,7
50529,837,58,54,59,57,39,23,15
50530,1205,83,78,86,82,57,33,22
50531,242,17,16,17,16,11,7,4
50532,873,60,57,62,59,41,24,16
50533,4130,285,268,293,281,194,112,76
50535,885,61,58,63,60,42,24,16
50536,4541,313,295,322,309,213,123,84
50538,503,35,33,36,34,24,14,9
50539,566,39,37,40,38,27,15,10
50540,1022,71,66,73,69,48,28,19
50541,872,60,57,62,59,41,24,16
50542,933,64,61,66,63,44,25,17
50543,1492,103,97,106,101,70,40,28
50544,515,36,33,37,35,24,14,10
50545,205,14,13,15,14,10,6,4
50546,346,24,22,25,24,16,9,6
50548,5869,405,381,417,399,276,158,109
50551,158,11,10,11,11,7,4,3
50554,1625,112,106,115,111,76,44,30
50556,292,20,19,21,20,14,8,5
50557,750,52,49,53,51,35,20,14
50558,618,43,40,44,42,29,17,11
50559,348,24,23,25,24,16,9,6
50560,590,41,38,42,40,28,16,11
50561,520,36,34,37,35,24,14,10
50562,527,36,34,37,36,25,14,10
50563,2500,173,163,178,170,118,68,46
50565,468,32,30,33,32,22,13,9
50566,433,30,28,31,29,20,12,8
50567,226,16,15,16,15,11,6,4
50568,1398,96,91,99,95,66,38,26
50569,836,58,54,59,57,39,23,15
50570,248,17,16,18,17,12,7,5
50571,394,27,26,28,27,19,11,7
50573,68,5,4,5,5,3,2,1
50574,2181,150,142,155,148,103,59,40
50575,969,67,63,69,66,46,26,18
50576,423,29,27,30,29,20,11,8
50577,410,28,27,29,28,19,11,8
50578,646,45,42,46,44,30,17,12
50579,2405,166,156,171,164,113,65,44
50581,996,69,65,71,68,47,27,18
50582,234,16,15,17,16,11,6,4
50583,2855,197,186,203,194,134,77,53
50585,1176,81,76,83,80,55,32,22
50586,307,21,20,22,21,14,8,6
50588,12756,880,829,906,867,600,344,236
50590,879,61,57,62,60,41,24,16
50591,320,22,21,23,22,15,9,6
50593,64,4,4,5,4,3,2,1
50594,298,21,19,21,20,14,8,6
50595,9165,632,596,651,623,431,247,170
50597,1293,89,84,92,88,61,35,24
50598,912,63,59,65,62,43,25,17
50599,380,26,25,27,26,18,10,7
50601,2464,170,160,175,168,116,67,46
50602,1603,111,104,114,109,75,43,30
50603,625,43,41,44,43,29,17,12
50604,1850,128,120,131,126,87,50,34
50605,168,12,11,12,11,8,5,3
50606,885,61,58,63,60,42,24,16
50607,481,33,31,34,33,23,13,9
50609,446,31,29,32,30,21,12,8
50611,392,27,25,28,27,18,11,7
50612,335,23,22,24,23,16,9,6
50613,42031,2900,2732,2984,2858,1975,1135,778
50616,10344,714,672,734,703,486,279,191
50619,2410,166,157,171,164,113,65,45
50620,54,4,4,4,4,3,1,1
50621,1530,106,99,109,104,72,41,28
50622,3206,221,208,228,218,151,87,59
50624,1743,120,113,124,119,82,47,32
50625,1004,69,65,71,68,47,27,19
50626,1804,124,117,128,123,85,49,33
50627,3456,238,225,245,235,162,93,64
50628,1374,95,89,98,93,65,37,25
50629,2418,167,157,172,164,114,65,45
50630,1728,119,112,123,118,81,47,32
50632,1107,76,72,79,75,52,30,20
50633,373,26,24,26,25,18,10,7
50634,713,49,46,51,48,34,19,13
50635,1602,111,104,114,109,75,43,30
50636,1982,137,129,141,135,93,54,37
50638,3313,229,215,235,225,156,89,61
50641,2017,139,131,143,137,95,54,37
50642,581,40,38,41,40,27,16,11
50643,2747,190,179,195,187,129,74,51
50644,8648,597,562,614,588,406,233,160
50645,1204,83,78,85,82,57,33,22
50647,1894,131,123,134,129,89,51,35
50648,4054,280,264,288,276,191,109,75
50650,737,51,48,52,50,35,20,14
50651,3578,247,233,254,243,168,97,66
50652,128,9,8,9,9,6,3,2
50653,639,44,42,45,43,30,17,12
50654,499,34,32,35,34,23,13,9
50655,873,60,57,62,59,41,24,16
50658,2518,174,164,179,171,118,68,47
50659,5488,379,357,390,373,258,148,102
50660,1333,92,87,95,91,63,36,25
50662,7238,499,470,514,492,340,195,134
50664,53,4,3,4,4,2,1,1
50665,2841,196,185,202,193,134,77,53
50666,1027,71,67,73,70,48,28,19
50667,795,55,52,56,54,37,21,15
50668,1249,86,81,89,85,59,34,23
50669,2436,168,158,173,166,114,66,45
50670,2024,140,132,144,138,95,55,37
50671,269,19,17,19,18,13,7,5
50672,594,41,39,42,40,28,16,11
50673,219,15,14,16,15,10,6,4
50674,3555,245,231,252,242,167,96,66
50675,2456,169,160,174,167,115,66,45
50676,2105,145,137,149,143,99,57,39
50677,12131,837,789,861,825,570,328,224
50680,1095,76,71,78,74,51,30,20
50681,457,32,30,32,31,21,12,8
50682,1572,108,102,112,107,74,42,29
50701,30324,2092,1971,2153,2062,1425,819,561
50702,19970,1378,1298,1418,1358,939,539,369
50703,19863,1371,1291,1410,1351,934,536,367
50707,8509,587,553,604,579,400,230,157
50801,9590,662,623,681,652,451,259,177
50830,1743,120,113,124,119,82,47,32
50833,2305,159,150,164,157,108,62,43
50835,92,6,6,7,6,4,2,2
50836,457,32,30,32,31,21,12,8
50837,376,26,24,27,26,18,10,7
50839,34,2,2,2,2,2,1,1
50840,560,39,36,40,38,26,15,10
50841,2824,195,184,201,192,133,76,52
50842,105,7,7,7,7,5,3,2
50843,596,41,39,42,41,28,16,11
50845,811,56,53,58,55,38,22,15
50846,1123,77,73,80,76,53,30,21
50847,87,6,6,6,6,4,2,2
50848,378,26,25,27,26,18,10,7
50849,2740,189,178,195,186,129,74,51
50851,2087,144,136,148,142,98,56,39
50853,702,48,46,50,48,33,19,13
50854,2303,159,150,164,157,108,62,43
50857,272,19,18,19,18,13,7,5
50858,796,55,52,57,54,37,21,15
50859,584,40,38,41,40,27,16,11
50860,474,33,31,34,32,22,13,9
50861,274,19,18,19,19,13,7,5
50862,148,10,10,11,10,7,4,3
50863,293,20,19,21,20,14,8,5
50864,2057,142,134,146,140,97,56,38
51001,2190,151,142,155,149,103,59,41
51001,242,17,16,17,16,11,7,4
51002,2741,189,178,195,186,129,74,51
51003,1700,117,111,121,116,80,46,31
51004,1033,71,67,73,70,49,28,19
51005,1491,103,97,106,101,70,40,28
51006,1075,74,70,76,73,51,29,20
51007,730,50,47,52,50,34,20,14
51008,151,10,10,11,10,7,4,3
51009,164,11,11,12,11,8,4,3
51010,456,31,30,32,31,21,12,8
51011,79,5,5,6,5,4,2,1
51012,6642,458,432,472,452,312,179,123
51014,528,36,34,37,36,25,14,10
51016,1378,95,90,98,94,65,37,25
51018,404,28,26,29,27,19,11,7
51019,773,53,50,55,53,36,21,14
51020,658,45,43,47,45,31,18,12
51022,789,54,51,56,54,37,21,15
51023,3111,215,202,221,212,146,84,58
51023,105,7,7,7,7,5,3,2
51024,2070,143,135,147,141,97,56,38
51025,1989,137,129,141,135,93,54,37
51026,862,59,56,61,59,41,23,16
51027,1260,87,82,89,86,59,34,23
51028,2065,142,134,147,140,97,56,38
51029,251,17,16,18,17,12,7,5
51030,1737,120,113,123,118,82,47,32
51031,12336,851,802,876,839,580,333,228
51033,428,30,28,30,29,20,12,8
51034,1820,126,118,129,124,86,49,34
51035,1685,116,110,120,115,79,45,31
51036,726,50,47,52,49,34,20,13
51037,322,22,21,23,22,15,9,6
51038,1535,106,100,109,104,72,41,28
51039,2475,171,161,176,168,116,67,46
51040,3712,256,241,264,252,174,100,69
51041,6976,481,453,495,474,328,188,129
51044,253,17,16,18,17,12,7,5
51046,1660,115,108,118,113,78,45,31
51047,646,45,42,46,44,30,17,12
51048,554,38,36,39,38,26,15,10
51049,506,35,33,36,34,24,14,9
51050,2631,182,171,187,179,124,71,49
51051,90,6,6,6,6,4,2,2
51052,1027,71,67,73,70,48,28,19
51053,1161,80,75,82,79,55,31,21
51054,5110,353,332,363,347,240,138,95
51055,1319,91,86,94,90,62,36,24
51056,478,33,31,34,33,22,13,9
51058,1007,69,65,71,68,47,27,19
51060,615,42,40,44,42,29,17,11
51061,510,35,33,36,35,24,14,9
51062,526,36,34,37,36,25,14,10
51063,1100,76,72,78,75,52,30,20
51101,809,56,53,57,55,38,22,15
51103,17453,1204,1134,1239,1187,820,471,323
51104,22104,1525,1437,1569,1503,1039,597,409
51105,10216,705,664,725,695,480,276,189
51106,26544,1832,1725,1885,1805,1248,717,491
51108,5566,384,362,395,378,262,150,103
51109,3098,214,201,220,211,146,84,57
51111,94,6,6,7,6,4,3,2
51201,6193,427,403,440,421,291,167,115
51230,462,32,30,33,31,22,12,9
51231,282,19,18,20,19,13,8,5
51232,875,60,57,62,60,41,24,16
51234,1268,87,82,90,86,60,34,23
51235,1079,74,70,77,73,51,29,20
51237,1703,118,111,121,116,80,46,32
51238,1184,82,77,84,81,56,32,22
51239,3123,215,203,222,212,147,84,58
51240,1746,120,113,124,119,82,47,32
51241,1737,120,113,123,118,82,47,32
51242,212,15,14,15,14,10,6,4
51243,807,56,52,57,55,38,22,15
51244,79,5,5,6,5,4,2,1
51245,1359,94,88,96,92,64,37,25
51246,3844,265,250,273,261,181,104,71
51247,4870,336,317,346,331,229,131,90
51248,1857,128,121,132,126,87,50,34
51249,3593,248,234,255,244,169,97,66
51250,8249,569,536,586,561,388,223,153
51301,12691,876,825,901,863,596,343,235
51331,1140,79,74,81,78,54,31,21
51333,522,36,34,37,35,25,14,10
51334,7661,529,498,544,521,360,207,142
51338,1000,69,65,71,68,47,27,19
51341,49,3,3,3,3,2,1,1
51342,1249,86,81,89,85,59,34,23
51343,238,16,15,17,16,11,6,4
51345,403,28,26,29,27,19,11,7
51346,2451,169,159,174,167,115,66,45
51347,1431,99,93,102,97,67,39,26
51350,411,28,27,29,28,19,11,8
51351,4365,301,284,310,297,205,118,81
51354,1096,76,71,78,75,52,30,20
51355,874,60,57,62,59,41,24,16
51357,728,50,47,52,50,34,20,13
51358,1310,90,85,93,89,62,35,24
51360,7938,548,516,564,540,373,214,147
51360,93,6,6,7,6,4,3,2
51363,130,9,8,9,9,6,4,2
51364,690,48,45,49,47,32,19,13
51365,453,31,29,32,31,21,12,8
51366,379,26,25,27,26,18,10,7
51401,12373,854,804,878,841,582,334,229
51430,761,53,49,54,52,36,21,14
51431,394,27,26,28,27,19,11,7
51433,676,47,44,48,46,32,18,13
51436,904,62,59,64,61,42,24,17
51439,1047,72,68,74,71,49,28,19
51440,400,28,26,28,27,19,11,7
51441,353,24,23,25,24,17,10,7
51442,9838,679,639,698,669,462,266,182
51443,1798,124,117,128,122,85,49,33
51444,246,17,16,17,17,12,7,5
51445,2867,198,186,204,195,135,77,53
51446,511,35,33,36,35,24,14,9
51447,228,16,15,16,16,11,6,4
51448,611,42,40,43,42,29,16,11
51449,2128,147,138,151,145,100,57,39
51450,1583,109,103,112,108,74,43,29
51451,116,8,8,8,8,5,3,2
51453,695,48,45,49,47,33,19,13
51454,1346,93,87,96,92,63,36,25
51455,2306,159,150,164,157,108,62,43
51458,1467,101,95,104,100,69,40,27
51459,75,5,5,5,5,4,2,1
51461,1165,80,76,83,79,55,31,22
51462,1013,70,66,72,69,48,27,19
51463,552,38,36,39,38,26,15,10
51465,733,51,48,52,50,34,20,14
51466,1092,75,71,78,74,51,29,20
51467,615,42,40,44,42,29,17,11
51501,35406,2443,2301,2514,2408,1664,956,655
51503,36376,2510,2364,2583,2474,1710,982,673
51510,3785,261,246,269,257,178,102,70
51520,233,16,15,17,16,11,6,4
51521,2036,140,132,145,138,96,55,38
51523,357,25,23,25,24,17,10,7
51525,1184,82,77,84,81,56,32,22
51526,1753,121,114,124,119,82,47,32
51527,530,37,34,38,36,25,14,10
51528,931,64,61,66,63,44,25,17
51529,1671,115,109,119,114,79,45,31
51530,854,59,56,61,58,40,23,16
51531,914,63,59,65,62,43,25,17
51532,622,43,40,44,42,29,17,12
51533,895,62,58,64,61,42,24,17
51534,9236,637,600,656,628,434,249,171
51535,1923,133,125,137,131,90,52,36
51536,448,31,29,32,30,21,12,8
51537,6703,463,436,476,456,315,181,124
51540,449,31,29,32,31,21,12,8
51541,363,25,24,26,25,17,10,7
51542,1011,70,66,72,69,48,27,19
51543,445,31,29,32,30,21,12,8
51544,721,50,47,51,49,34,19,13
51545,378,26,25,27,26,18,10,7
51546,2915,201,189,207,198,137,79,54
51548,433,30,28,31,29,20,12,8
51549,465,32,30,33,32,22,13,9
51550,181,12,12,13,12,9,5,3
51551,1828,126,119,130,124,86,49,34
51552,301,21,20,21,20,14,8,6
51553,1013,70,66,72,69,48,27,19
51554,187,13,12,13,13,9,5,3
51555,5245,362,341,372,357,247,142,97
51556,437,30,28,31,30,21,12,8
51557,833,57,54,59,57,39,22,15
51557,40,3,3,3,3,2,1,1
51558,560,39,36,40,38,26,15,10
51559,1788,123,116,127,122,84,48,33
51560,2099,145,136,149,143,99,57,39
51561,1455,100,95,103,99,68,39,27
51562,449,31,29,32,31,21,12,8
51563,779,54,51,55,53,37,21,14
51564,501,35,33,36,34,24,14,9
51565,501,35,33,36,34,24,14,9
51566,7035,485,457,499,478,331,190,130
51570,1039,72,68,74,71,49,28,19
51571,649,45,42,46,44,31,18,12
51572,398,27,26,28,27,19,11,7
51573,1093,75,71,78,74,51,30,20
51575,1616,112,105,115,110,76,44,30
51576,2110,146,137,150,143,99,57,39
51577,1184,82,77,84,81,56,32,22
51578,79,5,5,6,5,4,2,1
51579,2340,161,152,166,159,110,63,43
51601,6025,416,392,428,410,283,163,111
51630,173,12,11,12,12,8,5,3
51631,306,21,20,22,21,14,8,6
51632,7297,503,474,518,496,343,197,135
51636,405,28,26,29,28,19,11,7
51637,214,15,14,15,15,10,6,4
51638,1299,90,84,92,88,61,35,24
51639,795,55,52,56,54,37,21,15
51640,1737,120,113,123,118,82,47,32
51640,11,1,1,1,1,1,0,0
51645,262,18,17,19,18,12,7,5
51646,763,53,50,54,52,36,21,14
51647,141,10,9,10,10,7,4,3
51648,255,18,17,18,17,12,7,5
51649,328,23,21,23,22,15,9,6
51650,370,26,24,26,25,17,10,7
51652,1783,123,116,127,121,84,48,33
51653,1379,95,90,98,94,65,37,26
51654,526,36,34,37,36,25,14,10
51656,71,5,5,5,5,3,2,1
52001,43173,2979,2806,3065,2936,2029,1166,799
52002,14559,1005,946,1034,990,684,393,269
52003,13436,927,873,954,914,631,363,249
52030,434,30,28,31,30,20,12,8
52031,5120,353,333,364,348,241,138,95
52032,1456,100,95,103,99,68,39,27
52033,3202,221,208,227,218,150,86,59
52035,1010,70,66,72,69,47,27,19
52037,1223,84,79,87,83,57,33,23
52038,491,34,32,35,33,23,13,9
52039,1158,80,75,82,79,54,31,21
52040,5526,381,359,392,376,260,149,102
52041,1608,111,105,114,109,76,43,30
52042,1999,138,130,142,136,94,54,37
52043,2321,160,151,165,158,109,63,43
52044,153,11,10,11,10,7,4,3
52045,2589,179,168,184,176,122,70,48
52046,2127,147,138,151,145,100,57,39
52047,567,39,37,40,39,27,15,10
52048,333,23,22,24,23,16,9,6
52049,1270,88,83,90,86,60,34,23
52050,515,36,33,37,35,24,14,10
52052,3136,216,204,223,213,147,85,58
52053,1163,80,76,83,79,55,31,22
52054,940,65,61,67,64,44,25,17
52057,8222,567,534,584,559,386,222,152
52060,8658,597,563,615,589,407,234,160
52064,847,58,55,60,58,40,23,16
52065,1130,78,73,80,77,53,31,21
52066,80,6,5,6,5,4,2,1
52068,3924,271,255,279,267,184,106,73
52069,1609,111,105,114,109,76,43,30
52070,1128,78,73,80,77,53,30,21
52072,381,26,25,27,26,18,10,7
52073,1414,98,92,100,96,66,38,26
52074,310,21,20,22,21,15,8,6
52076,2295,158,149,163,156,108,62,42
52077,398,27,26,28,27,19,11,7
52078,914,63,59,65,62,43,25,17
52079,782,54,51,56,53,37,21,14
52101,13864,957,901,984,943,652,374,256
52132,1938,134,126,138,132,91,52,36
52133,558,39,36,40,38,26,15,10
52134,285,20,19,20,19,13,8,5
52135,864,60,56,61,59,41,23,16
52136,5967,412,388,424,406,280,161,110
52140,532,37,35,38,36,25,14,10
52141,1435,99,93,102,98,67,39,27
52142,1871,129,122,133,127,88,51,35
52144,1261,87,82,90,86,59,34,23
52146,1039,72,68,74,71,49,28,19
52147,1050,72,68,75,71,49,28,19
52151,2138,148,139,152,145,100,58,40
52154,995,69,65,71,68,47,27,18
52155,1323,91,86,94,90,62,36,24
52156,659,45,43,47,45,31,18,12
52157,1828,126,119,130,124,86,49,34
52158,314,22,20,22,21,15,8,6
52159,2330,161,151,165,158,110,63,43
52160,867,60,56,62,59,41,23,16
52161,1505,104,98,107,102,71,41,28
52162,3285,227,214,233,223,154,89,61
52163,276,19,18,20,19,13,7,5
52164,212,15,14,15,14,10,6,4
52165,1004,69,65,71,68,47,27,19
52166,104,7,7,7,7,5,3,2
52168,188,13,12,13,13,9,5,3
52169,432,30,28,31,29,20,12,8
52170,599,41,39,43,41,28,16,11
52171,1048,72,68,74,71,49,28,19
52172,6303,435,410,448,429,296,170,117
52175,3492,241,227,248,237,164,94,65
52201,1267,87,82,90,86,60,34,23
52202,1152,79,75,82,78,54,31,21
52203,1932,133,126,137,131,91,52,36
52205,8682,599,564,616,590,408,234,161
52206,2303,159,150,164,157,108,62,43
52207,383,26,25,27,26,18,10,7
52208,3153,218,205,224,214,148,85,58
52209,1074,74,70,76,73,50,29,20
52210,697,48,45,49,47,33,19,13
52211,2624,181,171,186,178,123,71,49
52212,285,20,19,20,19,13,8,5
52213,4340,299,282,308,295,204,117,80
52214,3090,213,201,219,210,145,83,57
52215,843,58,55,60,57,40,23,16
52216,1428,99,93,101,97,67,39,26
52217,590,41,38,42,40,28,16,11
52218,1788,123,116,127,122,84,48,33
52219,178,12,12,13,12,8,5,3
52220,237,16,15,17,16,11,6,4
52221,221,15,14,16,15,10,6,4
52222,709,49,46,50,48,33,19,13
52223,1351,93,88,96,92,63,36,25
52224,2016,139,131,143,137,95,54,37
52225,447,31,29,32,30,21,12,8
52227,2461,170,160,175,167,116,66,46
52228,2772,191,180,197,188,130,75,51
52229,721,50,47,51,49,34,19,13
52231,328,23,21,23,22,15,9,6
52232,178,12,12,13,12,8,5,3
52233,6981,482,454,496,475,328,188,129
52235,698,48,45,50,47,33,19,13
52236,592,41,38,42,40,28,16,11
52237,1522,105,99,108,103,72,41,28
52240,32230,2224,2095,2288,2192,1515,870,596
52241,18911,1305,1229,1343,1286,889,511,350
52242,1592,110,103,113,108,75,43,29
52245,22573,1558,1467,1603,1535,1061,609,418
52246,21114,1457,1372,1499,1436,992,570,391
52247,5645,390,367,401,384,265,152,104
52248,1815,125,118,129,123,85,49,34
52249,965,67,63,69,66,45,26,18
52251,590,41,38,42,40,28,16,11
52253,3192,220,207,227,217,150,86,59
52254,895,62,58,64,61,42,24,17
52255,1208,83,79,86,82,57,33,22
52257,210,14,14,15,14,10,6,4
52301,3873,267,252,275,263,182,105,72
52302,36980,2552,2404,2626,2515,1738,998,684
52305,629,43,41,45,43,30,17,12
52306,1754,121,114,125,119,82,47,32
52307,90,6,6,6,6,4,2,2
52308,132,9,9,9,9,6,4,2
52309,397,27,26,28,27,19,11,7
52310,6431,444,418,457,437,302,174,119
52312,115,8,7,8,8,5,3,2
52313,397,27,26,28,27,19,11,7
52314,5865,405,381,416,399,276,158,109
52315,1222,84,79,87,83,57,33,23
52316,1659,114,108,118,113,78,45,31
52317,14775,1019,960,1049,1005,694,399,273
52318,1033,71,67,73,70,49,28,19
52320,1203,83,78,85,82,57,32,22
52321,404,28,26,29,27,19,11,7
52322,2436,168,158,173,166,114,66,45
52323,867,60,56,62,59,41,23,16
52324,1890,130,123,134,129,89,51,35
52325,873,60,57,62,59,41,24,16
52326,547,38,36,39,37,26,15,10
52327,3012,208,196,214,205,142,81,56
52328,2826,195,184,201,192,133,76,52
52329,803,55,52,57,55,38,22,15
52330,900,62,59,64,61,42,24,17
52332,2006,138,130,142,136,94,54,37
52333,6168,426,401,438,419,290,167,114
52334,311,21,20,22,21,15,8,6
52335,709,49,46,50,48,33,19,13
52336,2363,163,154,168,161,111,64,44
52337,845,58,55,60,57,40,23,16
52338,3283,227,213,233,223,154,89,61
52339,4504,311,293,320,306,212,122,83
52340,2180,150,142,155,148,102,59,40
52341,1093,75,71,78,74,51,30,20
52342,3274,226,213,232,223,154,88,61
52345,1468,101,95,104,100,69,40,27
52346,1085,75,71,77,74,51,29,20
52347,1410,97,92,100,96,66,38,26
52348,51,4,3,4,3,2,1,1
52349,7643,527,497,543,520,359,206,141
52351,1455,100,95,103,99,68,39,27
52352,2025,140,132,144,138,95,55,37
52353,9173,633,596,651,624,431,248,170
52354,379,26,25,27,26,18,10,7
52355,277,19,18,20,19,13,7,5
52356,2656,183,173,189,181,125,72,49
52358,3733,258,243,265,254,175,101,69
52359,279,19,18,20,19,13,8,5
52361,4527,312,294,321,308,213,122,84
52362,1041,72,68,74,71,49,28,19
52401,2017,139,131,143,137,95,54,37
52402,40149,2770,2610,2851,2730,1887,1084,743
52403,23673,1633,1539,1681,1610,1113,639,438
52404,37796,2608,2457,2684,2570,1776,1020,699
52405,23621,1630,1535,1677,1606,1110,638,437
52411,6896,476,448,490,469,324,186,128
52501,30220,2085,1964,2146,2055,1420,816,559
52530,1005,69,65,71,68,47,27,19
52531,5976,412,388,424,406,281,161,111
52533,1215,84,79,86,83,57,33,22
52534,284,20,18,20,19,13,8,5
52535,888,61,58,63,60,42,24,16
52536,967,67,63,69,66,45,26,18
52537,7098,490,461,504,483,334,192,131
52540,1420,98,92,101,97,67,38,26
52542,395,27,26,28,27,19,11,7
52542,40,3,3,3,3,2,1,1
52543,291,20,19,21,20,14,8,5
52544,7847,541,510,557,534,369,212,145
52548,97,7,6,7,7,5,3,2
52549,762,53,50,54,52,36,21,14
52550,585,40,38,42,40,27,16,11
52551,688,47,45,49,47,32,19,13
52552,830,57,54,59,56,39,22,15
52553,1745,120,113,124,119,82,47,32
52554,1373,95,89,97,93,65,37,25
52555,344,24,22,24,23,16,9,6
52556,13247,914,861,941,901,623,358,245
52557,85,6,6,6,6,4,2,2
52560,430,30,28,31,29,20,12,8
52561,962,66,63,68,65,45,26,18
52563,1583,109,103,112,108,74,43,29
52565,2027,140,132,144,138,95,55,37
52566,168,12,11,12,11,8,5,3
52567,615,42,40,44,42,29,17,11
52569,610,42,40,43,41,29,16,11
52570,954,66,62,68,65,45,26,18
52571,1407,97,91,100,96,66,38,26
52572,1132,78,74,80,77,53,31,21
52573,137,9,9,10,9,6,4,3
52573,25,2,2,2,2,1,1,0
52574,826,57,54,59,56,39,22,15
52576,568,39,37,40,39,27,15,11
52577,15055,1039,979,1069,1024,708,406,279
52580,460,32,30,33,31,22,12,9
52581,305,21,20,22,21,14,8,6
